source,context,en_raw,zh_raw,en_norm,zh_norm
E135-1B,G.16.2,Smallest capacitance and smallest resistance specified by ICX manufacturer for impulse test ..... :,ICX 製造商為脈衝試驗指定的最小電容和最小電阻:,Smallest capacitance and smallest resistance specified by ICX manufacturer for impulse test :,ICX 製造商為脈衝試驗指定的最小電容和最小電阻:
E135-1B,G.16.2,Mains voltage that impulses to be superimposed on ............................................................................... :,疊加脈衝在主電源電壓上:,Mains voltage that impulses to be superimposed on :,疊加脈衝在主電源電壓上:
E135-1B,G.16.2,Largest capacitance and smallest resistance for ICX tested by itself for 10000 cycles test .............. :,ICX的最大電容和最小的電阻自行試驗 10000次循環試驗:,Largest capacitance and smallest resistance for ICX tested by itself for 10000 cycles test :,ICX的最大電容和最小的電阻自行試驗 10000次循環試驗:
E135-1B,G.16.3,Capacitor discharge test ........................................ :,電容器放電試驗:,Capacitor discharge test :,電容器放電試驗:
E135-1B,H,CRITERIA FOR TELEPHONE RINGING SIGNALS,電話機振鈴信號準則,CRITERIA FOR TELEPHONE RINGING SIGNALS,電話機振鈴信號準則
E135-1B,H.1,General,一般,General,一般
E135-1B,H.2,Method A,方法A,Method A,方法A
E135-1B,H.3,Method B,方法B,Method B,方法B
E135-1B,H.3.1,Ringing signal,振鈴信號,Ringing signal,振鈴信號
E135-1B,H.3.1.1,Frequency (Hz) ..................................................... :,頻率(Hz) :,Frequency (Hz) :,頻率(Hz) :
E135-1B,H.3.1.2,Voltage (V) ............................................................ :,電壓(V) :,Voltage (V) :,電壓(V) :
E135-1B,H.3.1.3,Cadence; time (s) and voltage (V) ........................ :,間歇震鈴;時間與電壓(V) :,Cadence; time (s) and voltage (V) :,間歇震鈴;時間與電壓(V) :
E135-1B,H.3.1.4,Single fault current (mA): ....................................... :,單一故障電流(mA):,Single fault current (mA): :,單一故障電流(mA):
E135-1B,H.3.2,Tripping device and monitoring voltage,跳脫裝置和監視電壓,Tripping device and monitoring voltage,跳脫裝置和監視電壓
E135-1B,H.3.2.1,Conditions for use of a tripping device or a monitoring voltage,使用跳閘裝置或監控電壓的條件,Conditions for use of a tripping device or a monitoring voltage,使用跳閘裝置或監控電壓的條件
E135-1B,H.3.2.2,Tripping device,跳脫裝置,Tripping device,跳脫裝置
E135-1B,H.3.2.3,Monitoring voltage (V) ........................................... :,監視電壓(V):,Monitoring voltage (V) :,監視電壓(V):
E135-1B,J,INSULATED WINDING WIRES FOR USE WITHOUT INTERLEAVED,無套絕緣套管之絕緣繞線,INSULATED WINDING WIRES FOR USE WITHOUT INTERLEAVED,無套絕緣套管之絕緣繞線
E135-1B,J.1,General,一般,General,一般
E135-1B,J.1,Winding wire insulation .......................................... :,纏繞線絕緣:,Winding wire insulation :,纏繞線絕緣:
E135-1B,J.1,"Solid round winding wire, diameter (mm) .............. :","實心圓形繞組線,直徑(mm):","Solid round winding wire, diameter (mm) :","實心圓形繞組線,直徑(mm):"
E135-1B,J.1,"Solid square and rectangular (flatwise bending) winding wire, cross-sectional area (mm2) .............. :","實心方形及實心矩形(扁平彎曲)繞線,橫截面面積(mm2):","Solid square and rectangular (flatwise bending) winding wire, cross-sectional area (mm2) :","實心方形及實心矩形(扁平彎曲)繞線,橫截面面積(mm2):"
E135-1B,J.1,Tests and Manufacturing,試驗和製造,Tests and Manufacturing,試驗和製造
E135-1B,K,SAFETY INTERLOCKS,安全互鎖,SAFETY INTERLOCKS,安全互鎖
E135-1B,K.1,General requirements,一般要求,General requirements,一般要求
E135-1B,K.1,Instructional safeguard .......................................... :,指示型安全防護:,Instructional safeguard :,指示型安全防護:
E135-1B,K.2,Components of safety interlock safeguard mechanism,安全互鎖安全防護機制組件,Components of safety interlock safeguard mechanism,安全互鎖安全防護機制組件
E135-1B,K.3,Inadvertent change of operating mode,操作模式之不慎改變,Inadvertent change of operating mode,操作模式之不慎改變
E135-1B,K.4,Interlock safeguard override,互鎖安全防護之解除,Interlock safeguard override,互鎖安全防護之解除
E135-1B,K.5,Fail-safe,故障下之安全性,Fail-safe,故障下之安全性
E135-1B,K.5.1,Under single fault condition,單一故障條件事件下,Under single fault condition,單一故障條件事件下
E135-1B,K.6,Mechanically operated safety interlocks,機械操作式安全互鎖,Mechanically operated safety interlocks,機械操作式安全互鎖
E135-1B,K.6.1,Endurance requirement,耐久性要求,Endurance requirement,耐久性要求
E135-1B,K.6.2,Test method and compliance ................................ :,試驗方法及符合性:,Test method and compliance :,試驗方法及符合性:
E135-1B,K.7,Interlock circuit isolation,互鎖電路隔離,Interlock circuit isolation,互鎖電路隔離
E135-1B,K.7.1,Separation distance for contact gaps & interlock,接觸間隙及互鎖電路要素之分隔距離,Separation distance for contact gaps & interlock,接觸間隙及互鎖電路要素之分隔距離
E135-1B,K.7.1,"In circuit connected to mains, separation distance","主電源系統之電氣導體, 和自接點間隙的分隔距離(mm):","In circuit connected to mains, separation distance","主電源系統之電氣導體, 和自接點間隙的分隔距離(mm):"
E135-1B,K.7.1,"In circuit isolated from mains, separation distance","與主電源系統隔離的電路中, 和自接點間隙的分隔距離(mm):","In circuit isolated from mains, separation distance","與主電源系統隔離的電路中, 和自接點間隙的分隔距離(mm):"
E135-1B,K.7.1,Electric strength test before and after the test of,K.7.2 試驗之前和之後的耐電壓試驗:,Electric strength test before and after the test of,K.7.2 試驗之前和之後的耐電壓試驗:
E135-1B,M.4.4,Drop test of equipment containing a secondary lithium battery,設備含有二次鋰電池之落下試驗,Drop test of equipment containing a secondary lithium battery,設備含有二次鋰電池之落下試驗
E135-1B,M.4.4.2,Preparation and procedure for the drop test,落下試驗之準備及程序,Preparation and procedure for the drop test,落下試驗之準備及程序
E135-1B,M.4.4.3,"Drop, Voltage on reference and dropped batteries",落下後之電池與參考(無落下)電池之24小時期間的電壓差(%):,"Drop, Voltage on reference and dropped batteries",落下後之電池與參考(無落下)電池之24小時期間的電壓差(%):
E135-1B,M.4.4.5,Charge / discharge cycle test,充電/放電循環試驗,Charge / discharge cycle test,充電/放電循環試驗
E135-1B,M.4.4.6,Compliance,符合性,Compliance,符合性
E135-1B,M.5,Risk of burn due to short-circuit during carrying,攜帶中因短路造成之燃燒風險,Risk of burn due to short-circuit during carrying,攜帶中因短路造成之燃燒風險
E135-1B,M.5.1,Requirement,要求,Requirement,要求
E135-1B,M.5.2,Test method and compliance,試驗方法及符合性,Test method and compliance,試驗方法及符合性
E135-1B,M.6,Safeguards against short-circuits,防止短路的安全措施,Safeguards against short-circuits,防止短路的安全措施
E135-1B,M.6.1,External and internal faults,外部端子短路或內部安全防護故障,External and internal faults,外部端子短路或內部安全防護故障
E135-1B,M.6.2,Compliance,符合性,Compliance,符合性
E135-1B,M.7,Risk of explosion from lead acid and NiCd batteries,鉛酸電池組及鎳鎘電池組之爆炸風險,Risk of explosion from lead acid and NiCd batteries,鉛酸電池組及鎳鎘電池組之爆炸風險
E135-1B,M.7.1,Ventilation preventing explosive gas concentration,防止爆炸性氣體濃度之排氣,Ventilation preventing explosive gas concentration,防止爆炸性氣體濃度之排氣
E135-1B,M.7.1,Calculated hydrogen generation rate .................... :,計算出的氫氣產生速率:,Calculated hydrogen generation rate :,計算出的氫氣產生速率:
E135-1B,M.7.2,Test method and compliance,試驗方法及符合性,Test method and compliance,試驗方法及符合性
E135-1B,M.7.2,"Minimum air flow rate, Q (m3/h) ............................. :","最小氣流排氣率, Q (m3/h):","Minimum air flow rate, Q (m3/h) :","最小氣流排氣率, Q (m3/h):"
E135-1B,M.7.3,Ventilation tests,排氣試驗,Ventilation tests,排氣試驗
E135-1B,M.7.3.1,General,一般,General,一般
E135-1B,M.7.3.2,Ventilation test – alternative 1,排氣試驗－方案1,Ventilation test – alternative 1,排氣試驗－方案1
E135-1B,M.7.3.2,Hydrogen gas concentration (%) ........................... :,氫氣濃度(%):,Hydrogen gas concentration (%) :,氫氣濃度(%):
E135-1B,M.7.3.3,Ventilation test – alternative 2,排氣試驗－方案2,Ventilation test – alternative 2,排氣試驗－方案2
E135-1B,M.7.3.3,Obtained hydrogen generation rate ....................... :,取得氫氣產生速率:,Obtained hydrogen generation rate :,取得氫氣產生速率:
E135-1B,M.7.3.4,Ventilation test – alternative 3,排氣試驗－方案3,Ventilation test – alternative 3,排氣試驗－方案3
E135-1B,M.7.3.4,Hydrogen gas concentration (%) ........................... :,氫氣濃度(%):,Hydrogen gas concentration (%) :,氫氣濃度(%):
E135-1B,M.7.4,Marking .................................................................. :,標示:,Marking :,標示:
E135-1B,M.8,Protection against internal ignition from external spark sources of batteries with aqueous electrolyte,含液態電解質電池組因外部火花源導致之內部點燃的保護,Protection against internal ignition from external spark sources of batteries with aqueous electrolyte,含液態電解質電池組因外部火花源導致之內部點燃的保護
E135-1B,M.8.1,General,一般,General,一般
E135-1B,M.8.2,Test method,試驗方法,Test method,試驗方法
E135-1B,M.8.2.1,General,一般,General,一般
E135-1B,M.8.2.2,Estimation of hypothetical volume V (m3/s) ......... : Z,估算假設體積VZ(m3/s):,Estimation of hypothetical volume V (m3/s) : Z,估算假設體積VZ(m3/s):
E135-1B,M.8.2.3,Correction factors .................................................. :,修正係數:,Correction factors :,修正係數:
E135-1B,M.8.2.4,Calculation of distance d (mm) ............................. :,距離計算d (mm) :,Calculation of distance d (mm) :,距離計算d (mm) :
E135-1B,M.9,Preventing electrolyte spillage,預防電解液洩漏,Preventing electrolyte spillage,預防電解液洩漏
E135-1B,M.9.1,Protection from electrolyte spillage,電解液洩漏之保護,Protection from electrolyte spillage,電解液洩漏之保護
E135-1B,M.9.2,Tray for preventing electrolyte spillage,用於防止電解質溢出的托盤,Tray for preventing electrolyte spillage,用於防止電解質溢出的托盤
E135-1B,M.10,Instructions to prevent reasonably foreseeable,防止合理可預見的誤用的說明,Instructions to prevent reasonably foreseeable,防止合理可預見的誤用的說明
E135-1B,M.10,Instructional safeguard .......................................... :,指示型安全防護 :,Instructional safeguard :,指示型安全防護 :
E135-1B,N,ELECTROCHEMICAL POTENTIALS,電化學電位表,ELECTROCHEMICAL POTENTIALS,電化學電位表
E135-1B,N,Material(s) used ..................................................... :,使用的金屬:,Material(s) used :,使用的金屬:
E135-1B,O,MEASUREMENT OF CREEPAGE DISTANCES AND CLEARANCES,沿面距離及空間距離之量測,MEASUREMENT OF CREEPAGE DISTANCES AND CLEARANCES,沿面距離及空間距離之量測
E135-1B,O,Value of X (mm) ..................................................... :,數值X (mm):,Value of X (mm) :,數值X (mm):
E135-1B,P,SAFEGUARDS AGAINST CONDUCTIVE OBJECTS,防止導電物件之安全防護,SAFEGUARDS AGAINST CONDUCTIVE OBJECTS,防止導電物件之安全防護
E135-1B,P.1,General,一般,General,一般
E135-1B,P.2,Safeguards against entry or consequences of entry of a foreign object,固體外物進入或進入之後果的安全防護,Safeguards against entry or consequences of entry of a foreign object,固體外物進入或進入之後果的安全防護
E135-1B,P.2.1,General,一般,General,一般
E135-1B,P.2.2,Safeguards against entry of a foreign object,外物進入之安全防護,Safeguards against entry of a foreign object,外物進入之安全防護
E135-1B,P.2.2,Location and Dimensions (mm) ............................ :,位置與大小(mm) :,Location and Dimensions (mm) :,位置與大小(mm) :
E135-1B,P.2.3,Safeguards against the consequences of entry of a foreign object,外物進入之後果的安全防護,Safeguards against the consequences of entry of a foreign object,外物進入之後果的安全防護
E135-1B,P.2.3.1,Safeguard requirements,安全防護要求,Safeguard requirements,安全防護要求
E135-1B,P.2.3.1,The ES3 and PS3 keep-out volume in Figure P.3,圖P.3中ES3及PS3避開體積不適用於可攜式設備,The ES3 and PS3 keep-out volume in Figure P.3,圖P.3中ES3及PS3避開體積不適用於可攜式設備
E135-1B,P.2.3.1,Transportable equipment with metalized plastic,帶有金屬化塑膠部件或類似物件之可攜式設備:,Transportable equipment with metalized plastic,帶有金屬化塑膠部件或類似物件之可攜式設備:
E135-1B,P.2.3.2,Consequence of entry test .................................... :,進入後果試驗:,Consequence of entry test :,進入後果試驗:
E135-1B,P.3,Safeguards against spillage of internal liquids,對於內部液體噴濺之安全防,Safeguards against spillage of internal liquids,對於內部液體噴濺之安全防
E135-1B,P.3.1,General,一般,General,一般
E135-1B,P.3.2,Determination of spillage consequences,決定噴濺後果,Determination of spillage consequences,決定噴濺後果
E135-1B,P.3.3,Spillage safeguards,噴濺安全防護,Spillage safeguards,噴濺安全防護
E135-1B,P.3.4,Compliance,符合性,Compliance,符合性
E135-1B,P.4,Metallized coatings and adhesives securing parts,金屬化塗層及黏著劑固定之部件,Metallized coatings and adhesives securing parts,金屬化塗層及黏著劑固定之部件
E135-1B,P.4.1,General,一般,General,一般
E135-1B,P.4.2,Tests,試驗,Tests,試驗
E135-1B,P.4.2,"Conditioning, T (°C) ............................................. : C","預處理,TC (°C):","Conditioning, T (°C) : C","預處理,TC (°C):"
E135-1B,P.4.2,Duration (weeks) ................................................... :,持續時間(週):,Duration (weeks) :,持續時間(週):
E135-1B,Q,CIRCUITS INTENDED FOR INTERCONNECTION WITH BUILDING WIRING,與建築物配線互連,CIRCUITS INTENDED FOR INTERCONNECTION WITH BUILDING WIRING,與建築物配線互連
E135-1B,Q.1,Limited power sources,電力限制型電源,Limited power sources,電力限制型電源
E135-1B,Q.1.1,Requirements,要求,Requirements,要求
E135-1B,Q.1.1,a) Inherently limited output,a) 輸出固有限制,a) Inherently limited output,a) 輸出固有限制
E135-1B,Q.1.1,b) Impedance limited output,b) 阻抗限制之輸出,b) Impedance limited output,b) 阻抗限制之輸出
E135-1B,Q.1.1,c) Regulating network limited output,c) 調節電路限制輸出,c) Regulating network limited output,c) 調節電路限制輸出
E135-1B,Q.1.1,d) Overcurrent protective device limited output,d) 電流保護裝置者,d) Overcurrent protective device limited output,d) 電流保護裝置者
E135-1B,Q.1.1,e) IC current limiter complying with G.9,e) 符合G.9的IC電流限制器,e) IC current limiter complying with G.9,e) 符合G.9的IC電流限制器
E135-1B,Q.1.2,Test method and compliance ................................ :,試驗方法及符合性:,Test method and compliance :,試驗方法及符合性:
E135-1B,Q.1.2,Current rating of overcurrent protective device (A),過流保護裝置的額定電流(A) :,Current rating of overcurrent protective device (A),過流保護裝置的額定電流(A) :
E135-1B,Q.2,Test for external circuits – paired conductor,外部電路之試驗−成對導體纜線,Test for external circuits – paired conductor,外部電路之試驗−成對導體纜線
E135-1B,Q.2,Maximum output current (A) ................................. :,最大輸出電流(A) :,Maximum output current (A) :,最大輸出電流(A) :
E135-1B,Q.2,Current limiting method ......................................... :,電流限制方法:,Current limiting method :,電流限制方法:
E135-1B,R,LIMITED SHORT CIRCUIT TEST,限制短路試驗,LIMITED SHORT CIRCUIT TEST,限制短路試驗
E135-1B,R.1,General,一般,General,一般
E135-1B,R.2,Test setup,試驗設置,Test setup,試驗設置
E135-1B,R.2,Overcurrent protective device for test ................... :,試驗的過流保護裝置:,Overcurrent protective device for test :,試驗的過流保護裝置:
E135-1B,R.3,Test method,試驗方法,Test method,試驗方法
E135-1B,R.3,Cord/cable used for test ........................................ :,試驗的電源線/電纜:,Cord/cable used for test :,試驗的電源線/電纜:
E135-1B,R.4,Compliance,符合性,Compliance,符合性
E135-1B,S,TESTS FOR RESISTANCE TO HEAT AND FIRE,耐熱及耐燃試驗,TESTS FOR RESISTANCE TO HEAT AND FIRE,耐熱及耐燃試驗
E135-1B,S.1,Flammability test for fire enclosures and fire barrier materials of equipment,"穩態功率不超過4,000 W之設備其防火機殼材料及防火阻隔物材料之耐燃試驗",Flammability test for fire enclosures and fire barrier materials of equipment,"穩態功率不超過4,000 W之設備其防火機殼材料及防火阻隔物材料之耐燃試驗"
E135-1B,S.1,"Samples, material .................................................. :",樣品、材料:,"Samples, material :",樣品、材料:
E135-1B,S.1,Wall thickness (mm) .............................................. :,厚度(mm):,Wall thickness (mm) :,厚度(mm):
E135-1B,S.1,Conditioning (C) ................................................... :,預處理(°C):,Conditioning (C) :,預處理(°C):
E135-1B,S.1,Test flame according to IEC 60695-11-5 with,"根據 IEC 60695-11-5 試驗火焰,條件如下",Test flame according to IEC 60695-11-5 with,"根據 IEC 60695-11-5 試驗火焰,條件如下"
E135-1B,S.1,- Material not consumed completely,- 試驗樣品不得完全燒盡,- Material not consumed completely,- 試驗樣品不得完全燒盡
E135-1B,S.1,- Material extinguishes within 30s,- 持續的火焰應於30 s內熄滅,- Material extinguishes within 30s,- 持續的火焰應於30 s內熄滅
E135-1B,S.1,- No burning of layer or wrapping tissue,- 指定層或包裝棉紙不得燃燒,- No burning of layer or wrapping tissue,- 指定層或包裝棉紙不得燃燒
E135-1B,S.2,Flammability test for fire enclosure and fire barrier integrity,防火機殼及防火阻隔物完整性之耐燃試驗,Flammability test for fire enclosure and fire barrier integrity,防火機殼及防火阻隔物完整性之耐燃試驗
E135-1B,S.2,"Samples, material .................................................. :",樣品、材料:,"Samples, material :",樣品、材料:
E135-1B,S.2,Wall thickness (mm) .............................................. :,厚度(mm):,Wall thickness (mm) :,厚度(mm):
E135-1B,S.2,Conditioning (C) ................................................... :,預處理(°C):,Conditioning (C) :,預處理(°C):
E135-1B,S.3,Flammability test for the bottom of a fire enclosure,防火機殼底部之耐燃試驗,Flammability test for the bottom of a fire enclosure,防火機殼底部之耐燃試驗
E135-1B,S.3.1,Mounting of samples,樣品之裝設,Mounting of samples,樣品之裝設
E135-1B,S.3.2,Test method and compliance,試驗方法和符合性性,Test method and compliance,試驗方法和符合性性
E135-1B,S.3.2,Mounting of samples ............................................ :,樣品安裝:,Mounting of samples :,樣品安裝:
E135-1B,S.3.2,Wall thickness (mm) .............................................. :,厚度(mm):,Wall thickness (mm) :,厚度(mm):
E135-1B,S.4,Flammability classification of materials,材料耐燃分級,Flammability classification of materials,材料耐燃分級
E135-1B,S.5,Flammability test for fire enclosure materials of,"穩態功率超過4,000 W 之設備其防火機殼材料之耐燃試驗",Flammability test for fire enclosure materials of,"穩態功率超過4,000 W 之設備其防火機殼材料之耐燃試驗"
E135-1B,S.5,"Samples, material .................................................. :",樣品、材料:,"Samples, material :",樣品、材料:
E135-1B,S.5,Wall thickness (mm) .............................................. :,厚度(mm):,Wall thickness (mm) :,厚度(mm):
E135-1B,S.5,Conditioning (C) ................................................... :,預處理(°C):,Conditioning (C) :,預處理(°C):
E135-1B,T.1,General,一般,General,一般
E135-1B,T.2,"Steady force test, 10 N ....................................... :","穩定力試驗, 10 N:","Steady force test, 10 N :","穩定力試驗, 10 N:"
E135-1B,T.3,"Steady force test, 30 N ....................................... :","穩定力試驗, 30 N:","Steady force test, 30 N :","穩定力試驗, 30 N:"
E135-1B,T.4,"Steady force test, 100 N ..................................... :","穩定力試驗, 100 N:","Steady force test, 100 N :","穩定力試驗, 100 N:"
E135-1B,T.5,"Steady force test, 250 N ..................................... :","穩定力試驗, 250 N:","Steady force test, 250 N :","穩定力試驗, 250 N:"
E135-1B,T.6,Enclosure impact test,機殼撞擊試驗,Enclosure impact test,機殼撞擊試驗
E135-1B,T.6,Fall test,自由落下試驗,Fall test,自由落下試驗
E135-1B,T.6,Swing test,擺盪試驗,Swing test,擺盪試驗
E135-1B,T.7,Drop test .............................................................. :,落下試驗:,Drop test :,落下試驗:
E135-1B,T.8,Stress relief test ................................................... :,應力釋放試驗:,Stress relief test :,應力釋放試驗:
E135-1B,T.9,Glass Impact Test ................................................... :,玻璃撞擊試驗:,Glass Impact Test :,玻璃撞擊試驗:
E135-1B,T.10,Glass fragmentation test,玻璃破碎試驗,Glass fragmentation test,玻璃破碎試驗
E135-1B,T.10,Number of particles counted .................................... :,碎片數量:,Number of particles counted :,碎片數量:
E135-1B,T.11,Test for telescoping or rod antennas,伸縮型或桿型天線之試驗,Test for telescoping or rod antennas,伸縮型或桿型天線之試驗
E135-1B,T.11,Torque value (Nm) ................................................ :,扭矩值(Nm):,Torque value (Nm) :,扭矩值(Nm):
E135-1B,U,MECHANICAL STRENGTH OF CATHODE RAY TUBES (CRT) AND PROTECTION,"陰極射線管(cathode-ray tubes, CRT)機械強度及防爆措施",MECHANICAL STRENGTH OF CATHODE RAY TUBES (CRT) AND PROTECTION,"陰極射線管(cathode-ray tubes, CRT)機械強度及防爆措施"
E135-1B,U.1,General,一般,General,一般
E135-1B,U.1,Instructional safeguard :,指示型安全防護:,Instructional safeguard :,指示型安全防護:
E135-1B,U.2,Test method and compliance for non-intrinsically protected CRTs,具實質保護之CRT的試驗方法和符合性,Test method and compliance for non-intrinsically protected CRTs,具實質保護之CRT的試驗方法和符合性
E135-1B,U.3,Protective screen,保護屏幕,Protective screen,保護屏幕
E135-1B,V,DETERMINATION OF ACCESSIBLE PARTS,可觸及部件之決定,DETERMINATION OF ACCESSIBLE PARTS,可觸及部件之決定
E135-1B,V.1,Accessible parts of equipment,設備可觸及部件,Accessible parts of equipment,設備可觸及部件
E135-1B,V.1.1,General,一般,General,一般
E135-1B,V.1.2,Surfaces and openings tested with jointed test,以具關節之試驗探棒試驗之表面及開孔,Surfaces and openings tested with jointed test,以具關節之試驗探棒試驗之表面及開孔
E135-1B,V.1.3,Openings tested with straight unjointed test probes,用直式無關節之試驗探棒試驗之開孔,Openings tested with straight unjointed test probes,用直式無關節之試驗探棒試驗之開孔
E135-1B,V.1.4,"Plugs, jacks, connectors tested with blunt probe",用鈍頭探棒測試插頭、插孔、連接器,"Plugs, jacks, connectors tested with blunt probe",用鈍頭探棒測試插頭、插孔、連接器
E135-1B,V.1.5,Slot openings tested with wedge probe,用楔形探棒測試槽狀開孔,Slot openings tested with wedge probe,用楔形探棒測試槽狀開孔
E135-1B,V.1.6,Terminals tested with rigid test wire,用直式試驗探棒測試預計由普通人員使用之端子,Terminals tested with rigid test wire,用直式試驗探棒測試預計由普通人員使用之端子
E135-1B,V.2,Accessible part criterion,可觸及部件準則,Accessible part criterion,可觸及部件準則
E135-1B,Y,CONSTRUCTION REQUIREMENTS FOR OUTDOOR ENCLOSURES,戶外機殼之結構要求,CONSTRUCTION REQUIREMENTS FOR OUTDOOR ENCLOSURES,戶外機殼之結構要求
E135-1B,Y.1,General,一般,General,一般
E135-1B,Y.2,Resistance to UV radiation,抗紫外線輻射,Resistance to UV radiation,抗紫外線輻射
E135-1B,Y.3,Resistance to corrosion,抗腐蝕,Resistance to corrosion,抗腐蝕
E135-1B,Y.3.1,Metallic parts of outdoor enclosures are resistant to,戶外機殼金屬部件抵抗水載污染之效應:,Metallic parts of outdoor enclosures are resistant to,戶外機殼金屬部件抵抗水載污染之效應:
E135-1B,Y.3.2,Test apparatus,試驗設備,Test apparatus,試驗設備
E135-1B,Y.3.3,Water – saturated sulphur dioxide atmosphere,水飽和二氧化硫氣體,Water – saturated sulphur dioxide atmosphere,水飽和二氧化硫氣體
E135-1B,Y.3.4,Test procedure ....................................................... :,試驗程序:,Test procedure :,試驗程序:
E135-1B,Y.3.5,Compliance,符合性,Compliance,符合性
E135-1B,Y.4,Gaskets,密封墊片,Gaskets,密封墊片
E135-1B,Y.4.1,General,一般,General,一般
E135-1B,Y.4.2,Gasket tests,密封墊片試驗,Gasket tests,密封墊片試驗
E135-1B,Y.4.3,Tensile strength and elongation tests,拉伸強度和伸長試驗,Tensile strength and elongation tests,拉伸強度和伸長試驗
E135-1B,Y.4.3,Alternative test methods ........................................ :,替代試驗方法:,Alternative test methods :,替代試驗方法:
E135-1B,Y.4.4,Compression test,壓縮試驗,Compression test,壓縮試驗
E135-1B,Y.4.5,Oil resistance,抗油性,Oil resistance,抗油性
E135-1B,Y.4.6,Securing means,固定方式,Securing means,固定方式
E135-1B,Y.5,Protection of equipment within an outdoor enclosure,戶外機殼內設備之保護,Protection of equipment within an outdoor enclosure,戶外機殼內設備之保護
E135-1B,Y.5.1,General,一般,General,一般
E135-1B,Y.5.2,Protection from moisture,防止濕氣,Protection from moisture,防止濕氣
E135-1B,Y.5.2,Relevant tests of IEC 60529 or Y.5.3 .................... :,CNS14165 (IEC60529)或Y.5.3的相關試驗:,Relevant tests of IEC 60529 or Y.5.3 :,CNS14165 (IEC60529)或Y.5.3的相關試驗:
E135-1B,Y.5.3,Water spray test,水霧試驗,Water spray test,水霧試驗
E135-1B,Y.5.4,Protection from plants and vermin,植物及害蟲之防護,Protection from plants and vermin,植物及害蟲之防護
E135-1B,Y.5.5,Protection from excessive dust,過量灰塵之防護,Protection from excessive dust,過量灰塵之防護
E135-1B,Y.5.5.1,General,一般,General,一般
E135-1B,Y.5.5.2,IP5X equipment,IP5X設備,IP5X equipment,IP5X設備
E135-1B,Y.5.5.3,IP6X equipment,IP6X設備,IP6X equipment,IP6X設備
E135-1B,Y.6,Mechanical strength of enclosures,機殼之機械強度,Mechanical strength of enclosures,機殼之機械強度
E135-1B,Y.6.1,General,一般,General,一般
E135-1B,Y.6.2,Impact test ............................................................. :,撞擊試驗:,Impact test :,撞擊試驗:
DYS830,4,GENERAL REQUIREMENTS,一般要求,GENERAL REQUIREMENTS,一般要求
DYS830,4.1.1,"Acceptance of materials, components and subassemblies","各項要求之適用, 以及材料、組件及次組件之允收","Acceptance of materials, components and subassemblies","各項要求之適用, 以及材料、組件及次組件之允收"
DYS830,4.1.2,Use of components,組件之使用,Use of components,組件之使用
DYS830,4.1.3,Equipment design and construction,設備之設計及結構,Equipment design and construction,設備之設計及結構
DYS830,4.1.4,Specified ambient temperature for outdoor use (oC) .................................................................................... :,室外用途的指定環境溫度(°C):,Specified ambient temperature for outdoor use (oC) :,室外用途的指定環境溫度(°C):
DYS830,4.1.5,Constructions and components not specifically covered,未明確規定之結構與組件,Constructions and components not specifically covered,未明確規定之結構與組件
DYS830,4.1.8,Liquids and liquid filled components (LFC),液體或液體填充組件(LFC),Liquids and liquid filled components (LFC),液體或液體填充組件(LFC)
DYS830,4.1.15,Markings and instructions,標示及說明,Markings and instructions,標示及說明
DYS830,4.4.3,Safeguard robustness,安全防護之強健性,Safeguard robustness,安全防護之強健性
DYS830,4.4.3.1,General,一般,General,一般
DYS830,4.4.3.2,Steady force tests,穩定力試驗,Steady force tests,穩定力試驗
DYS830,4.4.3.3,Drop tests,落下試驗,Drop tests,落下試驗
DYS830,4.4.3.4,Impact tests,撞擊試驗,Impact tests,撞擊試驗
DYS830,4.4.3.5,Internal accessible safeguard tests,內部可觸及的安全防護試驗,Internal accessible safeguard tests,內部可觸及的安全防護試驗
DYS830,4.4.3.6,Glass impact tests,玻璃撞擊試驗,Glass impact tests,玻璃撞擊試驗
DYS830,4.4.3.7,Glass fixation tests,玻璃固定試驗,Glass fixation tests,玻璃固定試驗
DYS830,4.4.3.7,Glass impact test (1J),玻璃衝擊試驗(1J),Glass impact test (1J),玻璃衝擊試驗(1J)
DYS830,4.4.3.7,Push/pull test (10 N),推/拉試驗(10 N),Push/pull test (10 N),推/拉試驗(10 N)
DYS830,4.4.3.8,Thermoplastic material tests,熱塑性材料試驗,Thermoplastic material tests,熱塑性材料試驗
DYS830,4.4.3.9,Air comprising a safeguard,空氣構成之安全防護,Air comprising a safeguard,空氣構成之安全防護
DYS830,4.4.3.10,"Accessibility, glass, safeguard effectiveness",符合性判斷準則,"Accessibility, glass, safeguard effectiveness",符合性判斷準則
DYS830,4.4.4,Displacement of a safeguard by an insulating liquid,用絕緣液體置換安全防護,Displacement of a safeguard by an insulating liquid,用絕緣液體置換安全防護
DYS830,4.4.5,Safety interlocks,安全互鎖,Safety interlocks,安全互鎖
DYS830,4.5,Explosion,爆炸,Explosion,爆炸
DYS830,4.5.1,General,一般,General,一般
DYS830,4.5.2,No explosion during normal/abnormal operating condition,正常/異常工作狀態期間無爆炸,No explosion during normal/abnormal operating condition,正常/異常工作狀態期間無爆炸
DYS830,4.5.2,No harm by explosion during single fault conditions,單一故障條件下的爆炸不會造成任何傷害,No harm by explosion during single fault conditions,單一故障條件下的爆炸不會造成任何傷害
DYS830,4.6,Fixing of conductors,導體之緊固,Fixing of conductors,導體之緊固
